numberOfNodes,numberOfOperations
8186,335167591
8187,335249470
8188,335331359
8189,335413258
8190,335495167
8191,335577086
8192,335659015
8193,335740954
8194,335822903
8195,335904862
8196,335986831
8197,336068810
8198,336150799
8199,336232798
8200,336314807
8201,336396826
8202,336478855
8203,336560894
8204,336642943
8205,336725002
8206,336807071
8207,336889150
8208,336971239
8209,337053338
8210,337135447
8211,337217566
8212,337299695
8213,337381834
8214,337463983
8215,337546142
8216,337628311
8217,337710490
8218,337792679
8219,337874878
8220,337957087
8221,338039306
8222,338121535
8223,338203774
8224,338286023
8225,338368282
8226,338450551
8227,338532830
8228,338615119
8229,338697418
8230,338779727
8231,338862046
8232,338944375
8233,339026714
8234,339109063
8235,339191422
8236,339273791
8237,339356170
8238,339438559
8239,339520958
8240,339603367
8241,339685786
8242,339768215
8243,339850654
8244,339933103
8245,340015562
8246,340098031
8247,340180510
8248,340262999
8249,340345498
8250,340428007
8251,340510526
8252,340593055
8253,340675594
8254,340758143
8255,340840702
8256,340923271
8257,341005850
8258,341088439
8259,341171038
8260,341253647
8261,341336266
8262,341418895
8263,341501534
8264,341584183
8265,341666842
8266,341749511
8267,341832190
8268,341914879
8269,341997578
8270,342080287
8271,342163006
8272,342245735
8273,342328474
8274,342411223
8275,342493982
8276,342576751
8277,342659530
8278,342742319
8279,342825118
8280,342907927
8281,342990746
8282,343073575
8283,343156414
8284,343239263
8285,343322122
8286,343404991
8287,343487870
8288,343570759
8289,343653658
8290,343736567
8291,343819486
8292,343902415
8293,343985354
8294,344068303
8295,344151262
8296,344234231
8297,344317210
8298,344400199
8299,344483198
8300,344566207
8301,344649226
8302,344732255
8303,344815294
8304,344898343
8305,344981402
8306,345064471
8307,345147550
8308,345230639
8309,345313738
8310,345396847
8311,345479966
8312,345563095
8313,345646234
8314,345729383
8315,345812542
8316,345895711
8317,345978890
8318,346062079
8319,346145278
8320,346228487
8321,346311706
8322,346394935
8323,346478174
8324,346561423
8325,346644682
8326,346727951
8327,346811230
8328,346894519
8329,346977818
8330,347061127
8331,347144446
8332,347227775
8333,347311114
8334,347394463
8335,347477822
8336,347561191
8337,347644570
8338,347727959
8339,347811358
8340,347894767
8341,347978186
8342,348061615
8343,348145054
8344,348228503
8345,348311962
8346,348395431
8347,348478910
8348,348562399
8349,348645898
8350,348729407
8351,348812926
8352,348896455
8353,348979994
8354,349063543
8355,349147102
8356,349230671
8357,349314250
8358,349397839
8359,349481438
8360,349565047
8361,349648666
8362,349732295
8363,349815934
8364,349899583
8365,349983242
8366,350066911
8367,350150590
8368,350234279
8369,350317978
8370,350401687
8371,350485406
8372,350569135
8373,350652874
8374,350736623
8375,350820382
8376,350904151
8377,350987930
8378,351071719
8379,351155518
8380,351239327
8381,351323146
8382,351406975
8383,351490814
8384,351574663
8385,351658522
8386,351742391
8387,351826270
8388,351910159
8389,351994058
8390,352077967
8391,352161886
8392,352245815
8393,352329754
8394,352413703
8395,352497662
8396,352581631
8397,352665610
8398,352749599
8399,352833598
8400,352917607
8401,353001626
8402,353085655
8403,353169694
8404,353253743
8405,353337802
8406,353421871
8407,353505950
8408,353590039
8409,353674138
8410,353758247
8411,353842366
8412,353926495
8413,354010634
8414,354094783
8415,354178942
8416,354263111
8417,354347290
8418,354431479
8419,354515678
8420,354599887
8421,354684106
8422,354768335
8423,354852574
8424,354936823
8425,355021082
8426,355105351
8427,355189630
8428,355273919
8429,355358218
8430,355442527
8431,355526846
8432,355611175
8433,355695514
8434,355779863
8435,355864222
8436,355948591
8437,356032970
8438,356117359
8439,356201758
8440,356286167
8441,356370586
8442,356455015
8443,356539454
8444,356623903
8445,356708362
8446,356792831
8447,356877310
8448,356961799
8449,357046298
8450,357130807
8451,357215326
8452,357299855
8453,357384394
8454,357468943
8455,357553502
8456,357638071
8457,357722650
8458,357807239
8459,357891838
8460,357976447
8461,358061066
8462,358145695
8463,358230334
8464,358314983
8465,358399642
8466,358484311
8467,358568990
8468,358653679
8469,358738378
8470,358823087
8471,358907806
8472,358992535
8473,359077274
8474,359162023
8475,359246782
8476,359331551
8477,359416330
8478,359501119
8479,359585918
8480,359670727
8481,359755546
8482,359840375
8483,359925214
8484,360010063
8485,360094922
8486,360179791
8487,360264670
8488,360349559
8489,360434458
8490,360519367
8491,360604286
8492,360689215
8493,360774154
8494,360859103
8495,360944062
8496,361029031
8497,361114010
8498,361198999
8499,361283998
8500,361369007
8501,361454026
8502,361539055
8503,361624094
8504,361709143
8505,361794202
8506,361879271
8507,361964350
8508,362049439
8509,362134538
8510,362219647
8511,362304766
8512,362389895
8513,362475034
8514,362560183
8515,362645342
8516,362730511
8517,362815690
8518,362900879
8519,362986078
8520,363071287
8521,363156506
8522,363241735
8523,363326974
8524,363412223
8525,363497482
8526,363582751
8527,363668030
8528,363753319
8529,363838618
8530,363923927
8531,364009246
8532,364094575
8533,364179914
8534,364265263
8535,364350622
8536,364435991
8537,364521370
8538,364606759
8539,364692158
8540,364777567
8541,364862986
8542,364948415
8543,365033854
8544,365119303
8545,365204762
8546,365290231
8547,365375710
8548,365461199
8549,365546698
8550,365632207
8551,365717726
8552,365803255
8553,365888794
8554,365974343
8555,366059902
8556,366145471
8557,366231050
8558,366316639
8559,366402238
8560,366487847
8561,366573466
8562,366659095
8563,366744734
8564,366830383
8565,366916042
8566,367001711
8567,367087390
8568,367173079
8569,367258778
8570,367344487
8571,367430206
8572,367515935
8573,367601674
8574,367687423
8575,367773182
8576,367858951
8577,367944730
8578,368030519
8579,368116318
8580,368202127
8581,368287946
8582,368373775
8583,368459614
8584,368545463
8585,368631322
8586,368717191
8587,368803070
8588,368888959
8589,368974858
8590,369060767
8591,369146686
8592,369232615
8593,369318554
8594,369404503
8595,369490462
8596,369576431
8597,369662410
8598,369748399
8599,369834398
8600,369920407
8601,370006426
8602,370092455
8603,370178494
8604,370264543
8605,370350602
8606,370436671
8607,370522750
8608,370608839
8609,370694938
8610,370781047
8611,370867166
8612,370953295
8613,371039434
8614,371125583
8615,371211742
8616,371297911
8617,371384090
8618,371470279
8619,371556478
8620,371642687
8621,371728906
8622,371815135
8623,371901374
8624,371987623
8625,372073882
8626,372160151
8627,372246430
8628,372332719
8629,372419018
8630,372505327
8631,372591646
8632,372677975
8633,372764314
8634,372850663
8635,372937022
8636,373023391
8637,373109770
8638,373196159
8639,373282558
8640,373368967
8641,373455386
8642,373541815
8643,373628254
8644,373714703
8645,373801162
8646,373887631
8647,373974110
8648,374060599
8649,374147098
8650,374233607
8651,374320126
8652,374406655
8653,374493194
8654,374579743
8655,374666302
8656,374752871
8657,374839450
8658,374926039
8659,375012638
8660,375099247
8661,375185866
8662,375272495
8663,375359134
8664,375445783
8665,375532442
8666,375619111
8667,375705790
8668,375792479
8669,375879178
8670,375965887
8671,376052606
8672,376139335
8673,376226074
8674,376312823
8675,376399582
8676,376486351
8677,376573130
8678,376659919
8679,376746718
8680,376833527
8681,376920346
8682,377007175
8683,377094014
8684,377180863
8685,377267722
8686,377354591
8687,377441470
8688,377528359
8689,377615258
8690,377702167
8691,377789086
8692,377876015
8693,377962954
8694,378049903
8695,378136862
8696,378223831
8697,378310810
8698,378397799
8699,378484798
8700,378571807
8701,378658826
8702,378745855
8703,378832894
8704,378919943
8705,379007002
8706,379094071
8707,379181150
8708,379268239
8709,379355338
8710,379442447
8711,379529566
8712,379616695
8713,379703834
8714,379790983
8715,379878142
8716,379965311
8717,380052490
8718,380139679
8719,380226878
8720,380314087
8721,380401306
8722,380488535
8723,380575774
8724,380663023
8725,380750282
8726,380837551
8727,380924830
8728,381012119
8729,381099418
8730,381186727
8731,381274046
8732,381361375
8733,381448714
8734,381536063
8735,381623422
8736,381710791
8737,381798170
8738,381885559
8739,381972958
8740,382060367
8741,382147786
8742,382235215
8743,382322654
8744,382410103
8745,382497562
8746,382585031
8747,382672510
8748,382759999
8749,382847498
8750,382935007
8751,383022526
8752,383110055
8753,383197594
8754,383285143
8755,383372702
8756,383460271
8757,383547850
8758,383635439
8759,383723038
8760,383810647
8761,383898266
8762,383985895
8763,384073534
8764,384161183
8765,384248842
8766,384336511
8767,384424190
8768,384511879
8769,384599578
8770,384687287
8771,384775006
8772,384862735
8773,384950474
8774,385038223
8775,385125982
8776,385213751
8777,385301530
8778,385389319
8779,385477118
8780,385564927
8781,385652746
8782,385740575
8783,385828414
8784,385916263
8785,386004122
8786,386091991
8787,386179870
8788,386267759
8789,386355658
8790,386443567
8791,386531486
8792,386619415
8793,386707354
8794,386795303
8795,386883262
8796,386971231
8797,387059210
8798,387147199
8799,387235198
8800,387323207
8801,387411226
8802,387499255
8803,387587294
8804,387675343
8805,387763402
8806,387851471
8807,387939550
8808,388027639
8809,388115738
8810,388203847
8811,388291966
8812,388380095
8813,388468234
8814,388556383
8815,388644542
8816,388732711
8817,388820890
8818,388909079
8819,388997278
8820,389085487
8821,389173706
8822,389261935
8823,389350174
8824,389438423
8825,389526682
8826,389614951
8827,389703230
8828,389791519
8829,389879818
8830,389968127
8831,390056446
8832,390144775
8833,390233114
8834,390321463
8835,390409822
8836,390498191
8837,390586570
8838,390674959
8839,390763358
8840,390851767
8841,390940186
8842,391028615
8843,391117054
8844,391205503
8845,391293962
8846,391382431
8847,391470910
8848,391559399
8849,391647898
8850,391736407
8851,391824926
8852,391913455
8853,392001994
8854,392090543
8855,392179102
8856,392267671
8857,392356250
8858,392444839
8859,392533438
8860,392622047
8861,392710666
8862,392799295
8863,392887934
8864,392976583
8865,393065242
8866,393153911
8867,393242590
8868,393331279
8869,393419978
8870,393508687
8871,393597406
8872,393686135
8873,393774874
8874,393863623
8875,393952382
8876,394041151
8877,394129930
8878,394218719
8879,394307518
8880,394396327
8881,394485146
8882,394573975
8883,394662814
8884,394751663
8885,394840522
8886,394929391
8887,395018270
8888,395107159
8889,395196058
8890,395284967
8891,395373886
8892,395462815
8893,395551754
8894,395640703
8895,395729662
8896,395818631
8897,395907610
8898,395996599
8899,396085598
8900,396174607
8901,396263626
8902,396352655
8903,396441694
8904,396530743
8905,396619802
8906,396708871
8907,396797950
8908,396887039
8909,396976138
8910,397065247
8911,397154366
8912,397243495
8913,397332634
8914,397421783
8915,397510942
8916,397600111
8917,397689290
8918,397778479
8919,397867678
8920,397956887
8921,398046106
8922,398135335
8923,398224574
8924,398313823
8925,398403082
8926,398492351
8927,398581630
8928,398670919
8929,398760218
8930,398849527
8931,398938846
8932,399028175
8933,399117514
8934,399206863
8935,399296222
8936,399385591
8937,399474970
8938,399564359
8939,399653758
8940,399743167
8941,399832586
8942,399922015
8943,400011454
8944,400100903
8945,400190362
8946,400279831
8947,400369310
8948,400458799
8949,400548298
8950,400637807
8951,400727326
8952,400816855
8953,400906394
8954,400995943
8955,401085502
8956,401175071
8957,401264650
8958,401354239
8959,401443838
8960,401533447
8961,401623066
8962,401712695
8963,401802334
8964,401891983
8965,401981642
8966,402071311
8967,402160990
8968,402250679
8969,402340378
8970,402430087
8971,402519806
8972,402609535
8973,402699274
8974,402789023
8975,402878782
8976,402968551
8977,403058330
8978,403148119
8979,403237918
8980,403327727
8981,403417546
8982,403507375
8983,403597214
8984,403687063
8985,403776922
8986,403866791
8987,403956670
8988,404046559
8989,404136458
8990,404226367
8991,404316286
8992,404406215
8993,404496154
8994,404586103
8995,404676062
8996,404766031
8997,404856010
8998,404945999
8999,405035998
9000,405126007
9001,405216026
9002,405306055
9003,405396094
9004,405486143
9005,405576202
9006,405666271
9007,405756350
9008,405846439
9009,405936538
9010,406026647
9011,406116766
9012,406206895
9013,406297034
9014,406387183
9015,406477342
9016,406567511
9017,406657690
9018,406747879
9019,406838078
9020,406928287
9021,407018506
9022,407108735
9023,407198974
9024,407289223
9025,407379482
9026,407469751
9027,407560030
9028,407650319
9029,407740618
9030,407830927
9031,407921246
9032,408011575
9033,408101914
9034,408192263
9035,408282622
9036,408372991
9037,408463370
9038,408553759
9039,408644158
9040,408734567
9041,408824986
9042,408915415
9043,409005854
9044,409096303
9045,409186762
9046,409277231
9047,409367710
9048,409458199
9049,409548698
9050,409639207
9051,409729726
9052,409820255
9053,409910794
9054,410001343
9055,410091902
9056,410182471
9057,410273050
9058,410363639
9059,410454238
9060,410544847
9061,410635466
9062,410726095
9063,410816734
9064,410907383
9065,410998042
9066,411088711
9067,411179390
9068,411270079
9069,411360778
9070,411451487
9071,411542206
9072,411632935
9073,411723674
9074,411814423
9075,411905182
9076,411995951
9077,412086730
9078,412177519
9079,412268318
9080,412359127
9081,412449946
9082,412540775
9083,412631614
9084,412722463
9085,412813322
9086,412904191
9087,412995070
9088,413085959
9089,413176858
9090,413267767
9091,413358686
9092,413449615
9093,413540554
9094,413631503
9095,413722462
9096,413813431
9097,413904410
9098,413995399
9099,414086398
9100,414177407
9101,414268426
9102,414359455
9103,414450494
9104,414541543
9105,414632602
9106,414723671
9107,414814750
9108,414905839
9109,414996938
9110,415088047
9111,415179166
9112,415270295
9113,415361434
9114,415452583
9115,415543742
9116,415634911
9117,415726090
9118,415817279
9119,415908478
9120,415999687
9121,416090906
9122,416182135
9123,416273374
9124,416364623
9125,416455882
9126,416547151
9127,416638430
9128,416729719
9129,416821018
9130,416912327
9131,417003646
9132,417094975
9133,417186314
9134,417277663
9135,417369022
9136,417460391
9137,417551770
9138,417643159
9139,417734558
9140,417825967
9141,417917386
9142,418008815
9143,418100254
9144,418191703
9145,418283162
9146,418374631
9147,418466110
9148,418557599
9149,418649098
9150,418740607
9151,418832126
9152,418923655
9153,419015194
9154,419106743
9155,419198302
9156,419289871
9157,419381450
9158,419473039
9159,419564638
9160,419656247
9161,419747866
9162,419839495
9163,419931134
9164,420022783
9165,420114442
9166,420206111
9167,420297790
9168,420389479
9169,420481178
9170,420572887
9171,420664606
9172,420756335
9173,420848074
9174,420939823
9175,421031582
9176,421123351
9177,421215130
9178,421306919
9179,421398718
9180,421490527
9181,421582346
9182,421674175
9183,421766014
9184,421857863
9185,421949722
9186,422041591
9187,422133470
9188,422225359
9189,422317258
9190,422409167
9191,422501086
9192,422593015
9193,422684954
9194,422776903
9195,422868862
9196,422960831
9197,423052810
9198,423144799
9199,423236798
9200,423328807
9201,423420826
9202,423512855
9203,423604894
9204,423696943
9205,423789002
9206,423881071
9207,423973150
9208,424065239
9209,424157338
9210,424249447
9211,424341566
9212,424433695
9213,424525834
9214,424617983
9215,424710142
9216,424802311
9217,424894490
9218,424986679
9219,425078878
9220,425171087
9221,425263306
9222,425355535
9223,425447774
9224,425540023
9225,425632282
9226,425724551
9227,425816830
9228,425909119
9229,426001418
9230,426093727
9231,426186046
9232,426278375
9233,426370714
9234,426463063
9235,426555422
9236,426647791
9237,426740170
9238,426832559
9239,426924958
9240,427017367
9241,427109786
9242,427202215
9243,427294654
9244,427387103
9245,427479562
9246,427572031
9247,427664510
9248,427756999
9249,427849498
9250,427942007
9251,428034526
9252,428127055
9253,428219594
9254,428312143
9255,428404702
9256,428497271
9257,428589850
9258,428682439
9259,428775038
9260,428867647
9261,428960266
9262,429052895
9263,429145534
9264,429238183
9265,429330842
9266,429423511
9267,429516190
9268,429608879
9269,429701578
9270,429794287
9271,429887006
9272,429979735
9273,430072474
9274,430165223
9275,430257982
9276,430350751
9277,430443530
9278,430536319
9279,430629118
9280,430721927
9281,430814746
9282,430907575
9283,431000414
9284,431093263
9285,431186122
9286,431278991
9287,431371870
9288,431464759
9289,431557658
9290,431650567
9291,431743486
9292,431836415
9293,431929354
9294,432022303
9295,432115262
9296,432208231
9297,432301210
9298,432394199
9299,432487198
9300,432580207
9301,432673226
9302,432766255
9303,432859294
9304,432952343
9305,433045402
9306,433138471
9307,433231550
9308,433324639
9309,433417738
9310,433510847
9311,433603966
9312,433697095
9313,433790234
9314,433883383
9315,433976542
9316,434069711
9317,434162890
9318,434256079
9319,434349278
9320,434442487
9321,434535706
9322,434628935
9323,434722174
9324,434815423
9325,434908682
9326,435001951
9327,435095230
9328,435188519
9329,435281818
9330,435375127
9331,435468446
9332,435561775
9333,435655114
9334,435748463
9335,435841822
9336,435935191
9337,436028570
9338,436121959
9339,436215358
9340,436308767
9341,436402186
9342,436495615
9343,436589054
9344,436682503
9345,436775962
9346,436869431
9347,436962910
9348,437056399
9349,437149898
9350,437243407
9351,437336926
9352,437430455
9353,437523994
9354,437617543
9355,437711102
9356,437804671
9357,437898250
9358,437991839
9359,438085438
9360,438179047
9361,438272666
9362,438366295
9363,438459934
9364,438553583
9365,438647242
9366,438740911
9367,438834590
9368,438928279
9369,439021978
9370,439115687
9371,439209406
9372,439303135
9373,439396874
9374,439490623
9375,439584382
9376,439678151
9377,439771930
9378,439865719
9379,439959518
9380,440053327
9381,440147146
9382,440240975
9383,440334814
9384,440428663
9385,440522522
9386,440616391
9387,440710270
9388,440804159
9389,440898058
9390,440991967
9391,441085886
9392,441179815
9393,441273754
9394,441367703
9395,441461662
9396,441555631
9397,441649610
9398,441743599
9399,441837598
9400,441931607
9401,442025626
9402,442119655
9403,442213694
9404,442307743
9405,442401802
9406,442495871
9407,442589950
9408,442684039
9409,442778138
9410,442872247
9411,442966366
9412,443060495
9413,443154634
9414,443248783
9415,443342942
9416,443437111
9417,443531290
9418,443625479
9419,443719678
9420,443813887
9421,443908106
9422,444002335
9423,444096574
9424,444190823
9425,444285082
9426,444379351
9427,444473630
9428,444567919
9429,444662218
9430,444756527
9431,444850846
9432,444945175
9433,445039514
9434,445133863
9435,445228222
9436,445322591
9437,445416970
9438,445511359
9439,445605758
9440,445700167
9441,445794586
9442,445889015
9443,445983454
9444,446077903
9445,446172362
9446,446266831
9447,446361310
9448,446455799
9449,446550298
9450,446644807
9451,446739326
9452,446833855
9453,446928394
9454,447022943
9455,447117502
9456,447212071
9457,447306650
9458,447401239
9459,447495838
9460,447590447
9461,447685066
9462,447779695
9463,447874334
9464,447968983
9465,448063642
9466,448158311
9467,448252990
9468,448347679
9469,448442378
9470,448537087
9471,448631806
9472,448726535
9473,448821274
9474,448916023
9475,449010782
9476,449105551
9477,449200330
9478,449295119
9479,449389918
9480,449484727
9481,449579546
9482,449674375
9483,449769214
9484,449864063
9485,449958922
9486,450053791
9487,450148670
9488,450243559
9489,450338458
9490,450433367
9491,450528286
9492,450623215
9493,450718154
9494,450813103
9495,450908062
9496,451003031
9497,451098010
9498,451192999
9499,451287998
9500,451383007
9501,451478026
9502,451573055
9503,451668094
9504,451763143
9505,451858202
9506,451953271
9507,452048350
9508,452143439
9509,452238538
9510,452333647
9511,452428766
9512,452523895
9513,452619034
9514,452714183
9515,452809342
9516,452904511
9517,452999690
9518,453094879
9519,453190078
9520,453285287
9521,453380506
9522,453475735
9523,453570974
9524,453666223
9525,453761482
9526,453856751
9527,453952030
9528,454047319
9529,454142618
9530,454237927
9531,454333246
9532,454428575
9533,454523914
9534,454619263
9535,454714622
9536,454809991
9537,454905370
9538,455000759
9539,455096158
9540,455191567
9541,455286986
9542,455382415
9543,455477854
9544,455573303
9545,455668762
9546,455764231
9547,455859710
9548,455955199
9549,456050698
9550,456146207
9551,456241726
9552,456337255
9553,456432794
9554,456528343
9555,456623902
9556,456719471
9557,456815050
9558,456910639
9559,457006238
9560,457101847
9561,457197466
9562,457293095
9563,457388734
9564,457484383
9565,457580042
9566,457675711
9567,457771390
9568,457867079
9569,457962778
9570,458058487
9571,458154206
9572,458249935
9573,458345674
9574,458441423
9575,458537182
9576,458632951
9577,458728730
9578,458824519
9579,458920318
9580,459016127
9581,459111946
9582,459207775
9583,459303614
9584,459399463
9585,459495322
9586,459591191
9587,459687070
9588,459782959
9589,459878858
9590,459974767
9591,460070686
9592,460166615
9593,460262554
9594,460358503
9595,460454462
9596,460550431
9597,460646410
9598,460742399
9599,460838398
9600,460934407
9601,461030426
9602,461126455
9603,461222494
9604,461318543
9605,461414602
9606,461510671
9607,461606750
9608,461702839
9609,461798938
9610,461895047
9611,461991166
9612,462087295
9613,462183434
9614,462279583
9615,462375742
9616,462471911
9617,462568090
9618,462664279
9619,462760478
9620,462856687
9621,462952906
9622,463049135
9623,463145374
9624,463241623
9625,463337882
9626,463434151
9627,463530430
9628,463626719
9629,463723018
9630,463819327
9631,463915646
9632,464011975
9633,464108314
9634,464204663
9635,464301022
9636,464397391
9637,464493770
9638,464590159
9639,464686558
9640,464782967
9641,464879386
9642,464975815
9643,465072254
9644,465168703
9645,465265162
9646,465361631
9647,465458110
9648,465554599
9649,465651098
9650,465747607
9651,465844126
9652,465940655
9653,466037194
9654,466133743
9655,466230302
9656,466326871
9657,466423450
9658,466520039
9659,466616638
9660,466713247
9661,466809866
9662,466906495
9663,467003134
9664,467099783
9665,467196442
9666,467293111
9667,467389790
9668,467486479
9669,467583178
9670,467679887
9671,467776606
9672,467873335
9673,467970074
9674,468066823
9675,468163582
9676,468260351
9677,468357130
9678,468453919
9679,468550718
9680,468647527
9681,468744346
9682,468841175
9683,468938014
9684,469034863
9685,469131722
9686,469228591
9687,469325470
9688,469422359
9689,469519258
9690,469616167
9691,469713086
9692,469810015
9693,469906954
9694,470003903
9695,470100862
9696,470197831
9697,470294810
9698,470391799
9699,470488798
9700,470585807
9701,470682826
9702,470779855
9703,470876894
9704,470973943
9705,471071002
9706,471168071
9707,471265150
9708,471362239
9709,471459338
9710,471556447
9711,471653566
9712,471750695
9713,471847834
9714,471944983
9715,472042142
9716,472139311
9717,472236490
9718,472333679
9719,472430878
9720,472528087
9721,472625306
9722,472722535
9723,472819774
9724,472917023
9725,473014282
9726,473111551
9727,473208830
9728,473306119
9729,473403418
9730,473500727
9731,473598046
9732,473695375
9733,473792714
9734,473890063
9735,473987422
9736,474084791
9737,474182170
9738,474279559
9739,474376958
9740,474474367
9741,474571786
9742,474669215
9743,474766654
9744,474864103
9745,474961562
9746,475059031
9747,475156510
9748,475253999
9749,475351498
9750,475449007
9751,475546526
9752,475644055
9753,475741594
9754,475839143
9755,475936702
9756,476034271
9757,476131850
9758,476229439
9759,476327038
9760,476424647
9761,476522266
9762,476619895
9763,476717534
9764,476815183
9765,476912842
9766,477010511
9767,477108190
9768,477205879
9769,477303578
9770,477401287
9771,477499006
9772,477596735
9773,477694474
9774,477792223
9775,477889982
9776,477987751
9777,478085530
9778,478183319
9779,478281118
9780,478378927
9781,478476746
9782,478574575
9783,478672414
9784,478770263
9785,478868122
9786,478965991
9787,479063870
9788,479161759
9789,479259658
9790,479357567
9791,479455486
9792,479553415
9793,479651354
9794,479749303
9795,479847262
9796,479945231
9797,480043210
9798,480141199
9799,480239198
9800,480337207
9801,480435226
9802,480533255
9803,480631294
9804,480729343
9805,480827402
9806,480925471
9807,481023550
9808,481121639
9809,481219738
9810,481317847
9811,481415966
9812,481514095
9813,481612234
9814,481710383
9815,481808542
9816,481906711
9817,482004890
9818,482103079
9819,482201278
9820,482299487
9821,482397706
9822,482495935
9823,482594174
9824,482692423
9825,482790682
9826,482888951
9827,482987230
9828,483085519
9829,483183818
9830,483282127
9831,483380446
9832,483478775
9833,483577114
9834,483675463
9835,483773822
9836,483872191
9837,483970570
9838,484068959
9839,484167358
9840,484265767
9841,484364186
9842,484462615
9843,484561054
9844,484659503
9845,484757962
9846,484856431
9847,484954910
9848,485053399
9849,485151898
9850,485250407
9851,485348926
9852,485447455
9853,485545994
9854,485644543
9855,485743102
9856,485841671
9857,485940250
9858,486038839
9859,486137438
9860,486236047
9861,486334666
9862,486433295
9863,486531934
9864,486630583
9865,486729242
9866,486827911
9867,486926590
9868,487025279
9869,487123978
9870,487222687
9871,487321406
9872,487420135
9873,487518874
9874,487617623
9875,487716382
9876,487815151
9877,487913930
9878,488012719
9879,488111518
9880,488210327
9881,488309146
9882,488407975
9883,488506814
9884,488605663
9885,488704522
9886,488803391
9887,488902270
9888,489001159
9889,489100058
9890,489198967
9891,489297886
9892,489396815
9893,489495754
9894,489594703
9895,489693662
9896,489792631
9897,489891610
9898,489990599
9899,490089598
9900,490188607
9901,490287626
9902,490386655
9903,490485694
9904,490584743
9905,490683802
9906,490782871
9907,490881950
9908,490981039
9909,491080138
9910,491179247
9911,491278366
9912,491377495
9913,491476634
9914,491575783
9915,491674942
9916,491774111
9917,491873290
9918,491972479
9919,492071678
9920,492170887
9921,492270106
9922,492369335
9923,492468574
9924,492567823
9925,492667082
9926,492766351
9927,492865630
9928,492964919
9929,493064218
9930,493163527
9931,493262846
9932,493362175
9933,493461514
9934,493560863
9935,493660222
9936,493759591
9937,493858970
9938,493958359
9939,494057758
9940,494157167
9941,494256586
9942,494356015
9943,494455454
9944,494554903
9945,494654362
9946,494753831
9947,494853310
9948,494952799
9949,495052298
9950,495151807
9951,495251326
9952,495350855
9953,495450394
9954,495549943
9955,495649502
9956,495749071
9957,495848650
9958,495948239
9959,496047838
9960,496147447
9961,496247066
9962,496346695
9963,496446334
9964,496545983
9965,496645642
9966,496745311
9967,496844990
9968,496944679
9969,497044378
9970,497144087
9971,497243806
9972,497343535
9973,497443274
9974,497543023
9975,497642782
9976,497742551
9977,497842330
9978,497942119
9979,498041918
9980,498141727
9981,498241546
9982,498341375
9983,498441214
9984,498541063
9985,498640922
9986,498740791
9987,498840670
9988,498940559
9989,499040458
9990,499140367
9991,499240286
9992,499340215
9993,499440154
9994,499540103
9995,499640062
9996,499740031
9997,499840010
9998,499939999
9999,500039998
10000,500140007
